NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	PDR1	PDR2	PDR3	PDR4	PDR5	PDR6	PDR7	PDR8
P01024	1.39140491794787	1.68255924137851	1.2425787907122	1.22211380164864	1.57080561924684	0.845623082902562	1.39969774983762	1.67796357020651	1.2493711839562	1.00849613570583	0.726311603138217	1.69571273665177	1.44488190022772	1.33890267591609	1.12847922033577	1.66661695768369
P01033	-1.07855981949759	-1.45499731789212	-0.789614486508683	-0.546672168838467	-1.05488797786295	-0.434293144356455	-0.908978481865804	-1.75275697888105	-1.42293486603729	-2.16181637511812	-1.27169323156356	-1.64962248482665	-1.36778459489636	-1.56719745676772	NA	-2.24551709992116
P01034	0.229578949507932	-0.168901228959043	0.30159430085353	0.406208802541231	-0.014530232523481	0.366471730937512	0.0869286638682319	-0.607879847759079	-0.0987783492829458	-0.625504551980321	-0.0801668956673589	-0.442863245761247	-0.181156529003433	-0.177001871147306	-0.451432094096685	-0.76687727375549
P01036	2.29785355443663	1.92244891997152	2.08856445877355	2.45273960470044	2.39319065029912	1.97000929841808	2.28756681139571	1.28787375420734	2.15125829714466	2.04872550295339	2.125248831576	2.15227215455054	2.32586751859663	1.50604880082571	1.97166838911928	1.44015535701072
P01037	0.995354542569289	0.746791080803719	0.570251848790623	1.89018138154391	1.68614423120684	0.584049197272691	0.84697625000128	0.122467355339554	1.02838394650353	0.817404363713957	0.269757477823906	-0.290745471879258	1.11811604716636	0.634167738928121	0.489938474791087	0.205847774600425
P01040	-0.143377329848166	-1.10221534612344	0.00959135942536101	-0.898612504124462	-0.601218473749129	-0.334757391632949	-0.686304746194994	-1.15691723720655	-0.460507884817821	-0.502900268078534	-1.17068054241726	-0.535068376733628	-0.892733818560604	-0.0777512046866492	0.332418755719352	0.0680358781271995
P01042	-1.1102927172424	-0.431092869184772	NA	-0.387378410342669	-0.707026080275375	NA	-0.89118305007371	-0.15720056077295	-1.11373440804261	-0.943349875169014	-0.748856216537259	-0.81710604783435	-0.869661935959774	-0.786094347497626	-0.841992456441314	-0.629519738478905
P01591	1.46131977053571	1.13087381125287	1.62520749091306	1.57284893127024	1.56715022783207	1.15381224681313	0.748483379960346	1.15336942008343	1.39147113606125	1.22413992746998	1.59484285167773	1.3484357024621	1.57172597653204	1.77959133345388	1.38404381468005	1.15924528575714
P01619	-0.0377692457252803	-0.293172770194578	NA	0.0525802079160216	0.00116048125206295	-0.215304774096947	-0.4108554782155	-0.564476690006491	-0.397294961558331	-0.312513371421577	-0.150814329209901	-0.733765135029211	-0.425658923861486	-0.147043221665421	-0.311785549539054	-0.624360997479317
P01780	NA	-0.993591178406032	NA	-0.553455679443765	-0.934118824293929	-1.12853718589527	-1.51454483031151	-1.02172355920138	-0.810381054068106	-1.37518452415393	-0.482181016020993	-1.53954451600024	-0.480861793805549	-0.786874132049339	-1.05587837532939	-0.846796200707217
P01833	2.4772498058809	2.42570810303148	2.50768736154723	2.60431842849638	2.63833194146898	2.15313693924201	2.27828208988442	2.40586947555633	2.56877769161715	2.27726071403725	2.69023935347895	2.45085718108432	2.56611218335796	2.72433605484537	2.24883587542495	2.17609296611706
P01834	1.18873243059909	0.895755149971286	1.29318459439614	1.22991119127917	1.01546820783993	0.851995660066772	0.444683392018519	0.867607877688404	1.09108509717113	0.650983565211419	1.35063609644665	0.820851736043765	1.10286202112499	1.11476701044147	0.765259020154973	0.775985430304197
P01859	0.613552929806437	0.855236785755396	-0.250014939208834	0.713661752887433	0.799517304838051	0.529022318642673	0.847230562014671	0.797727493166972	0.602598467212784	0.546571145948253	0.815448646722978	0.514603766222096	0.617797120985524	0.858529072944019	0.828082704031591	1.05748840677342
P01860	0.189681088586726	0.98439149877378	-0.608005175162195	-0.00966720767592785	0.55065544751577	-0.295280034973967	-0.0559088496445814	0.538713660110567	0.0869458687984728	-0.273734360076294	0.654201276707856	0.15695917025445	0.198455464242472	0.534110374591921	0.458387591963461	0.8346495775804
P01871	0.386818782977468	0.520207468912767	0.583734496895789	1.16424558698624	0.478473572731462	0.406647219093332	0.242314995226442	0.0626510023856459	0.49789811369286	0.129308119680917	0.830527418893936	0.434179426911137	0.448785602481251	0.555584851597449	0.298038441356149	-0.0319813498929084
P01876	2.64584833073166	2.61105954836943	2.47934436373466	2.62087379143537	2.66019040825748	2.29025155798467	2.20119764294334	2.5195346210744	2.71641062462743	2.37459947159149	2.75406113831681	2.66829487530369	2.79930554905219	2.8382428329098	2.43472673141445	2.45815409667114
P02647	-0.890145221544232	1.12587565172911	NA	0.576903419776526	0.587516015821284	NA	0.0847911571313282	1.28148522508435	0.144625650045617	0.73630232294739	0.472164416647318	0.645488966174241	0.444767678189445	0.850741667864269	0.584305328126712	0.96202243004957
P02671	-0.825743769573701	-0.758393016660008	NA	-0.828401382792086	-0.701651205500217	NA	-0.809937885168259	-0.420321159636911	-1.56877681820653	-0.744600764874566	-0.92332599033044	-0.651277620645811	-0.748216504882139	-0.7338222575738	NA	-0.479751291298417
P02675	-0.433921138851556	-0.449580548458598	NA	-0.45393561349637	-0.419799279089848	NA	-0.521643396517617	-0.132331729174137	-1.24395828149466	-0.387489576951269	-0.669685154293566	-0.25392330324557	-0.598513845973731	-0.274336383327255	-1.68054760079711	-0.215292156588581
P02679	-0.398105808920599	-0.337605813378248	-1.32272965901914	-0.548991103787767	-0.348713839525827	NA	-0.430465901183775	-0.162887627100639	-1.50283551087412	-0.41824777889006	-0.689608773120553	-0.304173816738169	-0.515807670893794	-0.305908422663491	-2.06077035878123	-0.279842413656891
P02750	-0.823558763647994	-1.21513992621282	-1.23133773950094	-0.781384729107139	-1.09487046532186	-0.469136627549971	-1.46787445736089	-1.53056434270228	-1.30013268542415	-1.58789285682113	-1.12870424535106	-1.37216475756058	-1.14895935577657	-1.37874944339356	-1.68664580558087	-1.41041773401845
P02763	0.227493106930022	0.730974352629539	0.211147624736872	0.383310814046011	0.732318935802047	-0.139015154011181	0.325648257985365	0.924949931441192	0.207137422596135	0.302818299264213	0.381968722257666	0.261858596986939	0.428502264710013	0.516509758871568	0.677801199517055	0.88246640983883
P02765	-0.283135206719133	0.232046184208717	-0.372021804625855	0.149043296342232	0.125699576269027	-0.991013186925627	-0.0589008258227137	0.401113049203196	-0.678872905480851	-0.301136278681999	-0.308846151397511	-0.347250058005611	-0.24639227525001	-0.0657982375265282	-0.271584938086659	-0.0408790343958449
P02766	NA	-0.700778823468668	-1.27330822347126	-0.283918561157949	-0.612756366515032	NA	-1.26878296133107	0.220425633323054	-0.836667938394191	-0.449720696368999	-0.477296156343173	-0.380087298076652	-1.84151098231437	-0.624770782010943	-0.386394081289319	-0.861706528061671
P02774	-0.0224442818840528	0.51904567383002	0.0566885878479796	0.395241368303307	0.244264456188564	-0.884901711933992	0.140109213187601	0.733784306387101	-0.280735108790505	0.0149661005945659	0.0528023517029274	0.0864095260186661	0.216520479569348	0.217528925623731	0.261388386861341	0.299326320696624
P02787	1.40805058115481	1.86168620692837	1.34402325902745	1.61692225794105	1.46319091363864	0.952287983248228	1.70380843409689	2.19165915699763	1.17257620684644	1.70224434791543	1.55123156744688	1.69794910711336	1.65934444663714	1.83147632624322	1.94467325395775	2.07750398888561
P02788	3.66202508798732	3.52449402954726	3.36224192737753	3.26735320860981	3.38046376819177	3.64331979949782	3.55495058796853	3.17261903010784	3.53879244242619	3.03114447845841	3.4848549617511	3.24572806667732	3.43703996351976	3.3860996948068	3.22207307417256	3.20563804103906
P02790	0.496358798834453	1.126268476264	-0.124705431334394	0.804444789200818	0.861451050612556	0.172293300064052	0.700200377844397	1.18775808539489	0.3902729922997	0.809448730075799	0.65880073144023	0.719164406215724	0.79895001653122	0.834712746992351	0.995502228497258	0.959860374752806
P03973	0.443991676423934	-0.20046548596722	0.238491254835014	0.506875067754271	0.38171503075071	0.769473809371239	0.544047852093568	-0.247971812687133	0.0147291037802031	-0.664338806049998	0.403379915885292	-0.0939390016825451	0.260957599228846	-0.0595549564464387	-0.259840024385789	-0.414156050590523
P04075	0.611360784053278	0.568424346258453	0.3535798359042	0.329521947799707	0.309310387027574	0.189208158209766	0.684947850887651	0.626414839657746	0.597547378182731	0.673471569320697	0.478788829780314	0.683892646838688	0.59004908609843	0.72875260901478	0.833897783652395	0.72674515017008
P04080	0.3892148090282	0.278161786067852	0.34380673988049	0.212735707703547	0.244210461761006	0.159284604413093	0.501199272548372	0.433964269637716	0.375218899872468	0.500480973730098	0.407531083400886	0.41034567471202	0.320943351609056	0.410737497209907	0.703905675207224	0.616932423054028
P04083	0.151091669336073	0.16150179644214	0.777380797177107	0.514551714057397	0.319417996358483	-0.475524243050944	0.873669855737474	0.468271209240441	-0.125645136919761	0.735097203959337	0.108517458315677	0.202553083302617	0.479147497092829	0.0248994122408283	0.168182848952972	0.377160072057011
P04155	-0.968832087952321	-1.60204524091318	NA	-1.26167881192796	NA	-0.910886456531228	-1.64068380453578	-1.25363053694594	-1.07603183052534	-1.48241179672564	-1.44196146895288	-0.961263527437913	NA	-1.47547961218851	-0.990531893012003	-1.40118197838277
P04217	-1.00185383157507	-0.0621348034647648	-0.902409364308481	-0.287591218882219	-0.318642045385615	NA	-0.745868055800793	0.231445069127966	-0.906971262192113	-0.619437623152203	-0.477563521332024	-0.620035787215629	-0.466730048244983	-0.57893833710355	-0.394582925916424	-0.227676933510773
P04264	1.31751790474388	0.544915813480002	1.28173419864391	0.662314813472687	0.693366112229406	1.03512919669384	0.897499330177945	0.729996505398508	0.574961447259259	-0.350600056995122	0.100505115083922	0.843359530149553	0.0734648805483596	1.54782158744069	0.83726013109357	0.741279608253923
P04406	0.735794384545955	1.09448886803597	0.761380360124569	0.759070898721678	1.00317087606502	0.592631732495469	1.00009604435487	1.15205901632235	1.02113713841034	1.21938733038675	0.838035091165616	1.22668627794321	1.04344611375535	1.04167461097739	1.25401885278572	1.15268573160172
P04632	-0.544033577513356	-0.37114814067536	-0.796318896692358	-0.261068684258901	-0.304887546613048	-1.56301277025944	-0.0540473641425358	-0.321558779026584	-0.338213121989102	0.0492958426255653	-0.449408709430077	-0.350283446433953	-0.435704676947706	-0.403957185685885	-0.604033437856475	-0.356314615635325
P04792	1.18102096130705	1.28152009938315	1.01474929022297	1.06567832102694	1.28910079233071	0.830166334341144	1.16902208381729	1.07047367239463	1.40983300427688	1.63764542286293	1.14515499465579	1.56576648474813	1.1048227096695	1.30540305961207	1.47317373064994	1.41835335236346
P05109	1.13790975604367	0.854085605039248	0.759556183274173	0.84577894490784	0.465934137230898	0.744478524040131	0.972111480163638	0.3714082498957	1.10553040502825	1.01484752905884	1.18004674430209	1.04395002930992	0.842873951727284	1.19673711602116	1.3899333595352	1.15363544335391
P06310	NA	-0.971664855438012	-0.401388554809654	-0.352820866953666	-0.724036589401642	NA	-1.29252301941652	-1.15511899747455	-0.671835994081111	-1.09452179649618	-0.635452254131182	-0.646632061639386	-1.14343384327611	-0.4656879980742	-0.790998660827404	-1.39118515277295
P06331	-0.607790446724169	-0.711420379722519	-0.205484903657348	-0.0853439693631995	-0.000437416859249066	-0.305938037299136	-0.739091233254393	-0.568776137449653	-0.693232816429484	-0.69198598279386	-0.0548236609414687	-0.308163071437588	-0.205626145212657	-0.116563929363083	-0.334661321658973	-0.912471577892801
P06396	1.04607382358338	0.905637034194816	0.773408784897798	0.910449030298603	0.908127371727388	0.81218741413764	0.999699180756368	1.12927536276916	0.872253408633831	0.917581136336056	0.891849115680654	0.997898924294378	0.92127548806419	0.824916978585884	1.11516529573116	1.00195504409597
P06702	1.30468510532839	0.996272581126462	0.840250233597558	1.04202595391593	0.712955655316789	1.05111398290083	1.13658180784896	0.528991108463767	1.18511259556563	1.10679879375928	1.33010061144847	1.22530663540162	1.06109202946793	1.41067527365244	1.43247346624901	1.36505687612609
P06703	1.22233521080122	1.45381996297895	1.02691867422812	1.18233781237281	1.12515965052864	0.595669121797711	1.03976967330498	1.45220771785404	1.20578446517255	1.77381847258897	1.43397637265692	1.54797963954684	1.28322942388959	1.26889947457658	0.622006231182864	1.33244453450388
P06733	1.52497071680192	1.83025347448539	1.11548864692251	1.37774835879813	1.5291196597686	1.28809232707977	1.78734938853595	2.00598178930641	1.63572510398034	1.72024185705033	1.48617994356587	1.8321810389428	1.55487038972993	1.68104184441735	1.80063833642495	1.85701694816811
P06737	-1.11681228296526	-0.266009496821963	-0.939905192333874	-1.18435728209439	-0.37928809078393	NA	-0.58594817142519	-0.450416346412448	-0.639061491516923	-0.20974121501442	-1.23256978690592	-0.202010887692091	-1.01081147432907	-0.986337388308113	-0.51189979593998	-0.370350102163
P06744	0.0648745339105562	0.344888907623782	-0.190345193609808	0.0360113198216641	0.13196133224825	-0.163054142673327	0.170184585366996	0.46425616797337	0.178970931976037	0.278209343096175	-0.130999992917846	0.272285939661113	0.172024870478041	0.166606130454986	0.366165989963208	0.237638045389196
P07108	-0.600920002163929	-0.785148403278224	NA	-0.932321947944557	-0.765284271851753	-0.659203755943532	-0.591730528760758	-1.14954386681995	-0.802972128784698	-0.621994741760191	-0.719847528640717	-0.824057066767865	-0.632390438434358	-0.576126209134161	-0.289956128176783	-0.48228026600095
P07203	-0.985224357222416	-1.20689968736275	NA	-1.00423399059405	-1.06786043308155	-1.04606685827089	-1.15244528975952	-1.16512393027677	-0.989425227177612	-0.954832686890144	-1.15314818516813	-0.993935609559355	-1.07543303223315	-1.22958142353621	-1.10421898279833	-1.20106608757925
P07237	-1.27699113318948	-1.37269696426604	-1.37225134532847	-1.33005443183781	-1.31394544745852	-0.954886395186127	-1.88963585456492	-1.78212080905187	-0.809569082285865	-1.61917628612012	-1.25636344675998	-1.66681874314606	-2.50843798335052	-1.00968793221574	-0.557305876241413	-1.76735159382766
P07339	-0.277647037230284	-0.580139083854118	-0.697740176725778	-0.404920005511728	-0.51529629623526	0.0733738920916703	-0.931628493254934	-0.642073134338108	-0.473541732621197	-0.673397607825087	-0.362985296652352	-0.230848686416242	-0.488673736533397	-0.724546076763944	-0.539785935968101	-0.747668258316157
P07355	-0.418545775175746	0.316329763542115	0.295227288026493	0.0285009350968169	0.0207129903803851	-0.697852624543841	0.54098961472542	0.505117613609664	-0.226482057726981	0.352564681239219	-0.298054420454154	0.0107060715085098	-0.111510777279568	-0.128115476220773	-0.297124262527293	0.162402279877227
P07384	-1.34127101913799	-0.244582235740891	-0.62512252858293	-0.422221088228305	-0.374121644622737	NA	-0.20381376740745	-0.200432027376179	-0.371063297698602	0.112391849412367	-0.624706700580186	-0.250373570521019	-0.267310903535427	-0.320120130307063	-0.358170572292525	-0.339794434436816
P07602	-0.576938309579658	-1.10834025970582	-0.623497673007314	-0.0806815994296372	-1.01949763093822	0.067670043759704	-0.63448374476982	-0.950673496824191	-0.421566153435709	-1.23376792508829	-0.44647353090657	-0.979411999871218	-0.595169255346348	-1.09141434638931	-1.09565399395091	-1.50012462864244
P07737	0.172020603957995	0.479193001135351	0.224667854055887	0.173827798930363	0.249209947000535	0.117819577065122	0.309372427698079	0.554194508551247	0.401981004399704	0.510334832320974	0.299979493788507	0.425925315604347	0.328162206670287	0.255273800318875	0.363476196892965	0.464539329127174
P07858	0.161396338402762	-0.716280213197186	0.0910719692213875	0.10205624060961	-1.16119717754035	0.545400009931743	-0.0343063184954489	-0.477982520328935	-0.243261630472579	-0.874725271766305	-0.157539965088746	-0.608551843897647	-0.168123118666239	-0.51236758736887	-0.345263747787012	-0.816922125747618
P07900	0.256341961568292	0.62752362543337	0.123443591924422	0.330156937098528	0.402645030917112	0.163430727696163	0.463538028521117	0.673724380001868	0.536025288405399	0.72182880463121	0.533614550216941	0.601269406176935	0.455897068391658	0.568405264563177	0.721820102947085	0.654895994899396
P08238	-1.2386633508854	-0.765810801929096	-1.17491111015695	-0.87385208608709	-0.871867558657818	-1.30125378054601	-0.697291629565603	-0.59171654040352	-0.881287171660061	-0.458749128293652	-0.617949395312464	-0.657485473401891	-0.728676919400213	-0.80028157112949	-0.646825220846545	-0.679099079765165
P08603	-0.147573375139492	-0.367056012466758	NA	-1.11336013817852	-0.238103807706863	NA	-0.447903180743787	-0.185844090457553	-0.723092295341064	-0.625159600182731	-0.439139509373654	-0.284249544617309	-0.155462017851815	-0.206060304381547	-0.490591775783603	-0.128231577193415
P08727	0.191035749733295	0.0888661753972367	0.0554582196247197	-0.0854595900546792	0.203596161833392	-0.339758854511712	0.789379694820291	0.959647472083716	0.140905886813909	0.400433742168161	-0.0982371085950112	0.517331732094709	0.120703116497545	0.119631333068833	0.0928409211915276	0.308675304365205
P09210	-0.0364642538208499	-0.753988586718147	NA	-0.747530309315301	-0.820577154855082	NA	-0.674255832541413	-0.564498334387577	-0.88682791435625	-0.639292874281509	-0.975317910283935	-0.603904758996003	-0.320811869024326	-0.510128096488145	-1.16537216563234	-1.0166050578579
P09211	1.17892902127616	1.41558839466616	1.03996013690436	0.972039570401947	1.2041858469122	0.801938100754876	1.16795314320576	1.47476813993567	1.33120281807086	1.52706974843174	1.1108695677461	1.43481336288543	1.30751970157321	1.2243711389342	1.56734596165804	1.51530569813034
P09467	-0.407411012716382	-0.454427047557957	-0.0928148616898255	-1.14462924087474	-0.565953859902561	-0.903269654643686	-0.189171245576928	-0.15900478848648	-0.188009696199609	-0.404065423254787	-0.485315402278818	-0.644635177233396	-0.268258876220963	-0.147021665835473	-0.0292240906263356	-0.221363458016635
P0DMV9	0.65938535885878	0.851707670130453	0.562157775874714	0.584784579627674	0.69644876402527	0.543433598015551	0.879045552692989	1.03830857713162	0.743811823211426	1.07911564485063	0.592555123472211	0.848320912332585	0.758706334445396	0.59466562461329	0.677741999699011	1.02271193006091
P0DOX2	1.03417494893584	0.635013591507906	1.15538180629357	1.25229688545304	1.11555164844828	0.882139283898871	0.685030575598175	0.680130212458879	1.17888751907802	0.988150777392988	1.30268813010453	1.01113243027697	0.984448463128346	1.06476805585579	0.657812288667347	0.691148504095317
P0DOX5	1.64993002999058	1.96540635462618	1.15357282669187	1.50889178865561	1.77104804025746	1.04702905057516	1.57774201606933	2.03694742280112	1.49049008266709	1.83086036944646	1.91619654296941	1.89201660680107	1.65965555130628	2.02395071793162	1.9368692953286	2.08132507412419
P0DOX7	1.98916800709044	1.63395399211617	1.78149773833798	1.94395945936436	1.91097425071449	1.51805256099727	1.48558401283721	1.75630580551349	1.85398829274126	1.64231547278059	2.00418115755364	1.95319301194217	1.95213505579691	2.17922304766709	1.85234682706882	1.81143233047511
P0DOX8	1.49487401738946	1.42568855162848	1.64727123213888	1.59635215692134	1.65413700186563	1.40923593605509	1.15186028286705	1.44226423305265	1.49532811680976	1.29619495929312	1.70842942056446	1.50835950215358	1.55104444102209	1.70607866389663	1.31810369493413	1.29767868486119
P0DOY2	0.792632423052692	0.736474275876895	1.28361694550332	0.886941772392007	0.998402550222459	0.712136637053734	0.382902387416197	0.666615744479996	0.637634255882808	0.399924674013341	1.11128207429749	0.659628146186647	1.02675420988148	0.858744608938022	0.804333424293699	0.79559154070074
