NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	PDR1	PDR2	PDR3	PDR4	PDR5	PDR6	PDR7	PDR8	PDR9	PDR10
A0A0J9YY01	-0.411629456391348	-0.585256238278538	-0.216139483812835	-0.294160767087963	-0.592623699164215	-0.186370185195147	-0.346967237345701	-0.960357925338058	-0.456042508531874	-1.57758666962733	-0.234297246631354	-0.970695650238352	-0.113769350992068	-1.6417440050321	-0.437081857603985	-0.935583698422579	-0.394521376868466	-0.507570344002842	-0.844087329676753
A0A0U1RQC5	0.908048387261556	0.91759306284518	1.01873425335702	1.08802444519927	0.90023231584751	0.90091608386047	0.971724728964534	1.10093187261851	1.03343154368716	0.927098288670973	0.607087145336174	0.665308831483642	0.729974528827067	0.650246529036292	0.602049224982761	0.73019001396002	0.733607717184679	0.79541654574811	0.850290944106238
A2A2V1	0.536734123397782	0.346190924429598	-0.0853973127644256	0.577120212830593	0.385521040295547	0.38404229280444	0.324671632803823	0.0989165164232208	0.484118752136637	-0.0874490315463112	0.253987719780261	0.315188125736636	0.551417875526572	0.0430246324421551	0.523326509202126	0.209358324001623	0.617684290015398	0.207355643563263	0.487049322692227
A6NC48	-0.853107490796702	-0.962307546593501	0.20085078768255	-0.899325045611113	-1.25770580602333	-0.687819465573936	-0.756274482627547	-1.47465260531315	-0.85232402978893	-0.849117466999346	-1.01426504743377	-0.839326324571144	-1.42478490541814	-0.524637643401482	-0.429186423765004	-1.19193289057696	-0.726378717608978	-0.210305494069416	-1.39795051063966
A8MU27	-1.46940870354459	-1.72968285608491	-2.43854427655642	-2.73774759570877	-1.96784242547329	-1.42276569767802	-0.841945594500227	-1.18715027821245	NA	-0.881228745177689	-1.05877699799733	-1.19292579185114	-1.24428197986219	-0.576245595403616	-1.48362610621385	-0.395265286968086	-1.20341667568963	-2.65839973943644	-3.06937195500505
A8MV23-2	0.407556279838856	-0.0561620601655524	0.185220297905146	0.204582524868096	0.0124121827936793	0.00591691251140917	0.564977841013055	0.0449685339068703	-0.187236193864507	-0.551235784121032	-0.0766434879468133	-0.196388041696081	-0.253641063728169	-0.754175750359841	-0.633989944972322	-0.234950325558322	-0.642170588271495	-0.660389609373792	-0.313243396001835
B1AN48	-3.39579748732321	-3.58716475188836	NA	-2.60164711717736	-0.72619037119632	-2.65086036207651	-0.200603201457482	-0.604789921715442	-2.17438663996736	-2.91021928875784	-1.77212210696787	-2.10636362063895	-1.76404324433398	NA	-1.40930098942603	-2.0717127259531	-1.78976604543667	-1.89427047330235	-1.03944782122373
B1AP13	0.167678923003518	0.14579733393634	-0.20652725825212	0.188286504968273	-0.187956730050259	0.00683742103375951	-0.229097997960774	0.801510013775668	0.249513377636913	-0.0165636020311142	-0.51337114476623	0.0388852752304369	0.0240882220968015	0.171117717594335	-0.0077236230999445	-0.0874614831754112	0.285219610193587	0.00867101829064092	0.0260970494062145
B3EWF7	-0.0726455163488993	-1.52033074392235	NA	-0.554485914213802	-0.145096795309237	-0.322853355046902	-0.992396175960765	-1.1147790800653	-0.538996388633929	0.106809201158689	NA	-1.07108560147579	-0.723715606483674	-1.56693332888872	-0.00004093093895673	-1.22302304788753	-0.662346999259045	-0.795676054624527	-1.24441311398146
B4DPQ0	1.30416967509125	0.952962743808244	0.982058723936467	1.13937252973389	1.04710019751633	1.04002923585544	1.04173755743722	0.811931264532675	1.4568419870335	0.939058597067202	1.03922327042468	1.24707133027776	1.14617269104643	1.19820401726647	1.1028155165587	1.23172553370584	1.34280480831281	1.31314038876974	1.06204727684777
B4DQI1	0.889258843581252	0.663424383311981	0.668823165513547	0.760810719530991	0.883381002326627	1.08144977042125	0.655035773874387	0.86649114151837	0.83484200663244	0.754628898368884	1.17324025056736	0.916172493764	1.14774204138326	0.756835911593192	1.11922227314172	0.813892785991094	1.08373694042393	1.19726434670895	0.742208364260242
B4E1Z4	2.37930953894968	2.29385030346192	2.24631118812036	2.34969485153511	2.43538414523552	2.51897373745999	2.15297513142975	2.03759080838749	2.30994433470123	2.34472819238891	2.48065923937582	2.49527191317857	2.50940837035754	2.22393865820993	2.73006524673161	2.25282374477871	2.47435126573915	2.69508629124187	2.36489750100775
B5MCX6	-1.30351054537188	-1.54964707719825	-1.44247247537429	-1.00423970205842	-0.848884912271739	-1.19163728160175	-0.323769507275399	NA	-0.567663149636238	-1.06785944827484	-1.95575048192055	-1.61505336984987	-1.67723959632287	-2.1440928541974	-1.2497474260671	-0.888878817122075	-1.07353881579326	-2.21365337544552	-0.887198850136115
B5MDP7	-1.00233425746818	-1.13261750787716	-0.775126531450647	-1.02723352127961	-1.36202718662708	-0.98107771229269	-1.36148197144666	-1.0713880548272	-0.543110989971968	-1.51209491157846	-0.721332231034494	-0.78011345197175	-1.15376141179267	-1.03598810766498	-1.17150934388031	-0.807494794376905	-0.738637573963432	-0.889064001013699	-1.12817156333208
B7Z1I9	-0.36440561783149	-0.520242569173864	-0.202221820579517	-0.124858364416504	-0.322558687359762	-0.214564224881362	-0.662091430054411	-0.943107479648492	0.00338985735329586	-0.984101843806857	-0.133762590526949	-0.711492115925495	-0.507695088846135	-0.565008560185967	-0.653744231106166	-0.50726583548193	-0.592772781403616	-0.434065946348719	-0.428709675811729
B8ZZQ6	-0.729617908798392	-1.13064821902388	-0.404297875725488	-1.48481828125318	-0.87776573163387	-1.25247800814633	-0.694786062679609	-0.960387752299099	-0.838711907420945	-0.681030134678929	-1.18142025026032	-0.690309354119007	-1.10530801171154	-0.571843753622764	-0.406129931516694	-0.828021447297455	-0.95544428994624	-0.908325253491991	-1.02076911517194
B9A041	0.187857079117082	0.283341523995485	-0.0854860222695355	0.243935370856736	-0.222316730896334	0.0852030212516683	0.317175482680664	0.14307616237427	0.0753376171306313	0.467625640902241	-0.160984466612406	0.225993531886063	0.0992059354799684	0.656170313469426	0.0050752274481619	0.695875801826819	-0.185434266901861	0.00632162337514349	0.30341956323036
B9A064	-1.38258658814827	-0.907122889250056	-0.912264557119541	-1.30776315391208	0.365484322326755	-1.22419655157746	-0.375033734862597	-0.815579256485717	-1.49822389881279	-1.09908985661669	-0.530939495906913	-1.0119197383218	-1.05272332829335	-0.74016172321155	-0.726036007752106	-0.496314449514457	-0.145213334142594	-1.07806026036232	-1.19567795555963
C9IZQ1	-2.22339625374142	-0.709285741477137	-1.01779980164965	-1.56602038717	-1.24820045321663	-1.47320353111776	-1.07428073509719	-0.625544601189496	-1.98488578839128	-1.75802631468909	NA	-2.4582143498402	-1.18072843411745	-0.801839095547736	-1.9377090129125	-1.32572401067336	-2.05518897838462	-1.86023362812185	-1.65124201212528
C9J2H1	0.499135335727808	0.398639894833411	0.442861366768414	0.31155192845101	0.249266374101992	0.634924607715756	0.32856550271587	0.530737874914093	0.565425511415889	-0.0760307185294249	0.362142446895407	0.380481336748823	0.269691519340705	0.167289633596001	0.196512892182309	0.166875289857433	0.243498283468448	0.214927201340971	0.351997700924429
C9JFR7	-0.381397958458963	-0.359377927763101	-0.0995606843270973	-0.219328456785781	-1.01655004155866	-0.47874989519982	-0.0256048565634904	0.0458035026123572	-0.395140626073672	-0.656597924423077	-0.386931966623924	-0.699504833009888	-0.544559495627646	-0.822112816825759	-1.15050799972408	-0.273204007928979	-0.684393977052977	-0.626165194750335	-0.580847844050248
C9JIZ6_HUMAN	1.12048205766958	0.896104656892483	1.02233704702649	1.1555927680979	0.987379283416333	0.958848778762993	0.820883484222494	0.868842678451047	1.21118040204626	0.686091744993505	1.09652163053141	0.929951158747189	0.932684140005507	0.619580818284452	0.761940398701499	0.937892639046414	0.837148604305902	0.981943601847928	0.961315256305399
C9JPG5	0.264220644915098	0.145230232753239	-0.223476344926934	0.139569471531363	-0.0282398206447993	0.147296565841043	0.336674052388407	0.0185881430167398	0.350437837820488	-0.176560605873734	0.18922894628987	0.0556597414438799	0.159609581139763	-0.394763305100095	-0.301286361556769	0.0725859170966815	-0.222319300043221	-0.0361367386975433	0.142577484505167
C9JZR7	0.00639394755280121	-0.384810138352526	0.482502572093738	-0.239211538122864	-0.0359613010824004	-0.177772415909907	0.200822192924319	-0.310007485440757	-0.197379857491964	0.255624190554856	0.394960976904025	0.283532916370708	-0.0565017682194085	-0.3841678401303	-0.105806840045666	0.391336960269226	-0.0488791709196733	0.017024834100473	-0.219809954795333
CALM_HUMAN	-0.105679407354445	0.138849322631972	0.186918311928446	0.0280656298460134	-0.00191094168754755	-0.191885759227374	0.395653632901069	0.29096914598008	-0.194189804741103	0.506217508987819	0.560128268622147	0.189007488589685	-0.229302970392003	0.157378519213442	-0.0198681322493398	0.223560240763678	-0.159047908704073	-0.0460834733874749	-0.142392264917934
D3YTG3	1.05250524142619	1.06874187218427	1.24381160111556	1.31644029086597	0.94318903074045	1.10745738898511	1.30666280712931	1.07367421216603	1.28649958829479	0.53174603556098	0.897290381495497	0.685349639250693	0.877809130438611	0.605243342953058	0.742434246259593	0.622985086806537	0.958445657279748	0.8614619459745	0.922425756517934
D6RF35	0.0936264810033711	-0.0260255011986745	1.87071295295197	0.151527825008697	0.547099548834915	1.78602928134563	0.651143357751093	1.00112252809376	0.0809639007283175	-0.143690527496053	0.343002470720571	-0.15294050390838	1.9061789331743	-0.0515618442043826	1.90914845862379	0.667764169313067	-0.108794286501785	-0.143828033974333	1.37221547276981
E7EMS2	1.33458089313751	1.38678129883703	1.44926749636761	1.49093623838127	1.37687730231646	1.28852821039432	1.35612185792483	1.22902858235941	1.44688078263692	1.25945032118704	1.27278871712484	1.29998209748452	1.44709987250661	1.10592314083975	1.15825556358207	1.4263726736724	1.27843682701424	1.22251477175315	1.49232049348923
E7END6	0.322269909473938	-0.225711793155121	0.00933557729428498	0.0264790193845205	-0.045937353910114	0.207932078634322	0.0748922275977999	0.626354108750671	0.180989041991679	0.102836567207607	-0.630094398339425	0.259035061305307	-0.282533240031765	0.174275632498022	0.406710265114522	-0.365821269058285	0.125388843664924	0.0787040132312165	-0.112590315617935
E7ENT7	-0.19624937332844	-0.394534137270663	-1.21030993858582	-0.540407543382745	-0.677243959343113	-0.261200454487851	-0.841262476796435	-0.657609453947437	-0.451057813185334	-0.396684414034666	-1.00316671756767	-0.544795896309988	-0.246328943851766	-1.04429432563587	-0.128764538832999	-0.870020770243345	-0.150624232799719	0.000333333393847255	-0.720303212985297
E7EPZ9_HUMAN	-0.0893916139000527	-0.266193365321621	-0.29740098561272	0.183840914662373	-0.251925949945829	-0.318096430510155	-0.350285604749988	-0.294433962534222	0.0214839690152744	-0.399349385711	-0.521680560118197	-0.676574289097913	-0.769128952703777	-0.3450653795472	-0.562102012888174	-0.465743211040328	-0.416401018269832	-0.446621879668458	-0.570807229743308
E7EQB2	0.207143961938972	0.618998399187925	0.459680758285278	0.268678074295595	0.225591247781095	0.738073626290534	0.38321288912584	0.200650213387238	0.368043188476502	0.144764282701634	0.166744899742639	0.353929334347398	0.125722449580546	0.965926049760377	0.799454759075887	0.552663842578164	0.806842545428648	0.618224361798768	0.332241973220258
E7EQR4_HUMAN	-1.67423909409343	-1.02631019319502	-1.21384912452033	-1.76665768161224	-1.48121791723727	NA	-1.25357910400662	-0.870800247648774	-1.75300930090977	-0.723495749656236	-2.20374226864881	-1.2832361594061	-2.01420410651155	-0.706433372864621	-2.60890466835362	-1.28602928627813	NA	-1.53135153832251	-1.49380508365467
E7EQR8	-0.1736793303086	-0.279959272158391	-0.692267395982301	-0.364267345546227	-1.3184682582133	-0.418230071858807	-1.88905555910014	-1.89287653902707	-0.0199864641922545	-0.426686303533728	-0.932544351177205	-0.482502375657087	-1.14460959995225	-0.363277036185027	-0.556809549602275	-1.42733853184049	-0.174342564244213	-0.334517665355318	-0.601684485958449
E7ES19	-0.141411753999789	-0.711698842344114	-1.35196722780431	-0.510118752476712	-0.340272577632292	-0.169343207118709	-0.751197887438979	-0.644547250141772	-0.0956197702248558	-0.714302216798867	0.321250324044509	-0.117652855146083	-0.0905250783839155	-1.58448451087861	0.330003607815526	-1.08047249590102	0.309561725301727	-0.171959924475941	-0.385381858551263
E7EUA2	0.859587380119025	0.786517252979839	-1.06797110854086	0.570203651333432	0.528367077220598	0.708992816109964	0.931378608070146	0.610125364561738	0.725255548285723	0.0355553923805705	0.474186893295709	0.468442547571625	0.427588189223404	-0.331277357142449	0.561751041610171	-0.146628198448202	-0.319551557220651	0.691265136725612	0.350919730003557
E7EUF1	1.83843482720932	1.72894832655071	1.64761701998554	1.80119742993049	1.60587269909447	1.76883146852409	1.79237788328542	1.37422340693492	1.78496802327238	1.62241442876264	1.63860478833996	1.68444471188789	1.51271050587905	1.73944360821851	1.48369129311225	1.63238065354976	1.55046079718127	1.6548287417891	2.00857943801269
E7EVQ3	-2.21740108667984	-2.74204462992872	-2.52498397526064	-2.56850209268666	-1.99842037426145	-2.56854175001667	-1.6962483476151	-1.79655027721517	-2.53109455927972	-1.89102103589446	-2.51060600887709	-2.42157006064654	-2.17796700540433	-1.9326585214397	-2.4353129944732	-3.07054298464274	-2.61059370214839	-3.23292715418558	-2.0541124412931
E7EX60	-0.287945199920003	-0.543713213789737	-0.721298898880292	-0.187828377093484	-0.416706760047823	-0.194050509660752	-0.307242995955267	0.0534333056844959	-0.157780270614842	-1.01976053676567	-0.330388854445012	-0.643216769552155	-0.576755241714366	-0.306710223116702	-0.167397742483149	-0.550411724171985	-0.189039450219647	-0.180984179085839	-0.675786176532722
E9PF78	-0.5698328960402	-0.910901240308084	NA	-0.766825863783579	-0.989218836791643	-0.66305065260176	-1.49810624847218	-2.08360734632705	-0.513792376840802	-1.14522715708969	-1.03176715024369	-1.02554844824642	-1.4328961214661	NA	-1.13086367256668	-1.93165037094296	-1.01683092208856	-1.03169662364056	-1.1179960583828
E9PFZ2	-0.297062600715894	1.10006840714167	-0.202273823719606	-0.505436484013259	1.13479753231824	-0.183679993358151	-0.547497088829174	-0.425018942219307	-0.49861861104073	0.0852407066867373	-0.125558070141405	-0.566866610656471	-0.512980867745145	1.36822947607355	-0.0874351198371986	-0.233187328827048	-0.273495508559449	-0.501781863669767	-0.27198030648472
E9PHK0	1.24313577607869	1.02348522334219	0.912240967783427	1.03649029830211	1.01390574797523	1.21625187375565	0.863391602597054	0.378962277597926	1.11369477284583	1.17788960127394	1.60602854162478	1.14509012272197	1.17785242361989	1.01642961720622	1.33440853422853	0.91376148479705	1.37846972309464	1.43692248245951	0.739344179546239
E9PHX8	-0.905268017325919	-0.943169800829124	-0.710589933162228	-0.864887246038677	-1.12349831282331	-1.21186595316495	-1.93680676746368	-2.04122274078007	-0.643052844374174	-1.9927890948282	NA	-1.22531939110705	-1.35123528931146	-0.747310887115926	-1.63740171246482	-1.06690110512679	-1.29169197675399	-0.908746231969027	-1.36332048483025
E9PIM6	-0.300042393087455	-0.402594316447387	-0.364302310972858	-0.15787991851824	-0.350491467849117	-0.285716595970566	-0.00277948373165354	-0.732128461464976	-0.251837798041069	-0.482466511360053	-0.647818185086745	-0.513898595080751	-0.417567061395063	-0.497633046585117	-0.0407705777255214	-2.08661416555807	0.0886849442055019	-0.10596308841158	-0.780040809074368
E9PQR4	-0.051885914481206	-0.397056946534862	-0.190574358756335	-0.211645340202511	0.569781482054759	0.0966906912109841	0.211343809382112	0.249761234548059	-0.38746031914696	0.0263375224940223	-0.0227352174083934	-0.296896262880502	0.0430963881585782	0.235007150944319	0.190504262012541	0.32546378631811	0.119002298139437	-0.132331228792222	0.089202649042003
E9PQY3	-0.574122807635841	-0.64150534688325	-0.512660740072006	-0.448297590370814	-1.18849285752684	-0.58039993837542	-0.519450463265145	-0.624588769372414	-0.224213462145712	-0.905070424373475	-0.429776905109172	-0.859538014178886	-0.605179045309708	-1.2570676351435	-1.05368334685861	-1.36217309456171	-0.783876589587656	-0.642228743500495	-0.875172324530392
F5GXJ9	-0.656925016040934	-0.775228077427017	-1.3515631661942	-0.66886519215278	-1.2125833394673	-0.680109578882065	-0.950255899860869	-1.14973061569455	-0.552919473242881	-1.44128698554557	-1.57452700776418	-0.749839073226172	-1.56111769978705	NA	-1.2117275570561	NA	-0.626161312357548	-0.668402218166218	-1.12423381150653
F5GY80_HUMAN	1.20176683796137	0.865029231377604	0.540116984228644	0.919029766601903	0.765378157178506	1.2548147395093	0.448108347001348	0.598917864040267	0.948938202125062	0.630034544982763	1.19906959901252	1.15371492624208	1.02796546251975	0.734201463151728	1.40314181094077	0.828181786724459	1.06917874692065	1.30960274085346	0.615474298457479
F5GZZ9	0.413210299221066	0.414539289892896	0.855528026393577	0.359415042845104	0.36928282378166	0.374119332854233	0.422489575520593	0.435086123896462	0.753439179767589	0.428065218429346	0.550988217256574	0.799561917718846	0.436213326952478	0.541894407029956	0.698143780854879	0.877530088388001	0.735219882233881	0.945461068587293	0.606538426267701
F5H0N7	0.335641067969601	0.130422618360705	-0.22309848411094	0.0327727258973537	0.310072223769676	0.223220405217662	NA	-0.787876755431856	0.0564427511566638	0.272034689465064	-0.669559306032043	0.0349251611145789	-0.141533554259091	-0.0104855999237291	0.416923990090585	0.00174266667316237	0.0866043075030649	-0.218568173713074	0.035414878599989
F5H2R5	-1.18354350715129	-1.29464540724778	-0.668016707398718	-1.14173027397367	-1.21980077245564	-1.12574831548503	-0.761854036918347	-0.352397313921754	-1.14590988853823	-0.829724511253566	-0.833988157858	-0.58704270104789	-0.650500519255217	-0.540764805165232	-1.36413401657214	-0.246889020847778	-0.755093546221608	-1.11663525637304	-1.20337510583945
F5H3Z4	-1.34284531692421	-2.11578633771923	-0.878052147845794	-2.19062627991731	-1.46217052830832	-1.41963095856206	-0.659832421937403	-0.373011788881944	-1.01322033953731	-1.22340846015305	-0.431956449980863	-0.969627073605028	-1.08365483116872	-1.29160795356784	-0.841826658223501	-1.35064809339792	-0.930856060371571	-0.699917818500293	-2.21964935908394
F5H5D3	-1.59519970311146	-0.795265108790612	-0.853643819159912	-1.77348215748836	-0.5823582786571	-1.48110567156311	-1.34147773356572	NA	-1.2910131936469	-0.547635087614606	-1.59373696113726	-1.45241579989154	-1.03592838432186	-0.548173163728911	-0.906120995984887	-1.87384135156558	-3.22571182143976	-1.34349428420962	-0.901266248252625
F5H8D1	0.337199570371447	-0.201433537393528	0.209879136718735	-0.352443520516257	-0.101344639229617	0.215856040774692	-0.243586837624014	-0.70499216395376	0.271205619870315	-0.059101574405898	0.368967611375987	0.442397789966443	0.0418502545776109	0.262984137464918	0.209171738767793	0.202130020647964	0.533439638757693	0.17272754305929	-0.412071492841765
F8VPF7	-1.18862715447161	-1.3421716173481	-1.3222429864307	-1.2245896115654	-1.27260170516976	-0.783834404035265	-1.83167746641498	NA	-1.42723024190004	-1.86293600215587	-0.672469230734073	-1.51535190608138	-0.760698844890095	-1.78974159472209	-0.214176093006864	-1.81763100476647	-0.841980286727951	-1.02548255644903	-1.00407842433753
F8VVB6	0.399792440007738	0.54203569629472	0.164085615404656	0.442938737189825	0.0286448572879729	0.44838316890763	0.27163008033929	0.346435261847106	0.501590046240291	-0.0383057775401829	0.2031545324379	0.378642086868822	0.11754976651455	0.130991596476313	0.196586616997097	0.122708287595137	0.216304589675838	0.233082889208953	0.276405594534166
F8VZY9	-0.128642202582242	-0.13894305467574	NA	-0.381070189179531	0.580325007792275	-0.501024729548133	-1.79859598189777	-1.38563609963947	-0.669399886130402	-0.262098604991879	NA	-0.600349923249498	-0.0629547632767943	-1.49552584847991	-0.480190024919985	-0.736402261068905	-0.721562871711469	-0.981824285545257	-0.536810186028038
