NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	PDR1	PDR2	PDR3	PDR4	PDR5	PDR6	PDR7	PDR8	PDR9	PDR10	PDR11	PDR12	PDR13	PDR14	PDR15	PDR16	PDR17	PDR18	PDR19	PDR20	PDR21	PDR22
P60709	0.469954312687229	1.06471167421029	-0.62856298524603	-0.762626877752295	-1.61799523141365	-1.59305511431518	-0.842728723109644	-1.51759168072652	-0.154570893619568	-1.4140810745439	-0.279687557321657	1.03090693698412	0.82255192681817	0.685729731181553	-0.152031164811375	-0.203146620537405	0.388597703251661	0.959562959201897	0.491178097833915	0.592940035274919	-0.452114037673257	-0.170778758587355	0.270235327494564	-0.161974527359958	0.647729239362258	-0.0240802663426249	1.03996295591107	0.375377826911429	0.926599285038696	0.303030762958363	1.50418446203542	1.46481105531019
P68032	0.532273329237258	1.18855346352008	-0.885392468028569	-0.817577917799531	-1.71302266032893	-1.82182588161638	-1.08193805438107	-1.98936308617893	-0.153636652582444	-1.53636211221682	-0.250404494098254	1.1096136150162	1.00118877292317	0.925099961675642	-0.0647977442062686	-0.244985215387205	0.415828509231072	0.854115170897609	0.45048164512451	0.652848899032859	-0.829932221682023	-0.348514990309288	0.158649098573885	-0.447367791911187	0.488521707249605	-0.320144870836445	1.00895788975603	0.406621835927554	0.919838130833964	0.374287787580448	1.36406368641908	1.36120559123048
P63261	0.351949564215783	1.53970013458388	-0.693918721529342	NA	NA	NA	NA	NA	NA	NA	0.0545687048879904	1.01138097921602	0.750676766990114	0.712808153928806	-0.074677630465116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43707	-1.64167884933378	0.57726881918835	0.422404442386143	NA	NA	NA	0.025278373525472	-0.189067508256444	0.39349655251162	-0.7538917261649	-0.273221755288602	0.280171414951567	-0.428993698015201	-0.520453003459567	-1.59086974675448	NA	NA	NA	NA	NA	-0.0940567312383842	0.340220587432032	0.223793092771724	0.259617997081696	0.0416217427974135	0.28002357292677	0.168910892390688	-0.1180423439467	-0.0298647968953141	-0.0730897260680283	1.60561441188851	0.682370243631834
P61158	NA	NA	NA	0.0297925628062128	-0.518019012723114	0.485475312998117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871469693287785	0.226117184063065	1.1803704125189	0.989706790928242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07311	NA	NA	NA	-1.12951114463803	-0.796471513676556	-0.875883026330391	-0.0652036063620764	-0.200519557886395	NA	NA	NA	NA	NA	NA	NA	-0.626651104508735	-1.10066534398176	-0.178802413447445	0.223230848400529	0.459771739834235	0.0188987238055103	0.241839735705803	-0.091286200028267	-0.820254623781422	1.28108946125729	1.48469614421538	NA	NA	NA	NA	NA	NA
Q9NZK5	-0.122811718818861	-0.350761273162388	0.0317053643642664	-0.27025764850706	-0.728278509245782	0.0743128157551194	-0.338657974284406	-0.621500479657092	-0.465324282477006	-0.341267942683587	0.592808135458321	0.381313154117462	0.377078362011808	-0.127432568560144	0.362400649721438	0.255559055974101	0.171076352133952	0.63032923427992	0.108198560246853	0.0467963331277446	-0.417386625056481	0.29975633616573	0.037104842921587	-0.106932959077755	-0.0728547643772832	0.073302693049401	-0.341214516952849	-0.339116146769045	-0.308150620700585	0.613023163825742	-0.0681370165289179	-0.530672229601889
O14672	NA	NA	NA	-0.0785185118881735	0.429054182046032	0.0802600205898525	0.800412222633059	-0.20590861190829	0.57639072972967	0.539837311259848	NA	NA	NA	NA	NA	0.331561731939018	0.0769278972991971	0.240882377337208	-0.105467663039473	-0.0825677905010309	0.321489331574473	0.813327724256908	0.887558542506043	0.242877929350326	0.081011123467865	0.794288033879434	0.518893862576269	0.749633596640202	0.568051680881893	0.970400546726014	0.510878191187375	0.846989224361224
Q9P0K1	-0.109297859312626	1.02240975625898	0.739451077102358	1.37409770929711	1.02793038227738	0.999358856654093	NA	NA	0.0399674642318018	0.639052549769166	0.251550150920175	-0.0368870300631698	0.301970500468265	-0.0562038291109577	0.155138206739602	0.56321716944574	0.511459310184109	0.660150073449175	0.65277076364297	0.265774558166369	NA	NA	NA	NA	NA	NA	-0.261421932951944	0.0421556843055324	-0.30429453131138	-0.623043183622918	-0.148268142425363	0.180008920818444
O75077	NA	NA	NA	-0.530425393146382	-0.226670825026986	-0.534243533023625	-0.0261426392658075	-0.0374351385719667	0.593595597696131	0.55292807570571	NA	NA	NA	NA	NA	-0.700599834197073	-0.437868400953051	-0.438692525307644	-0.517800696077661	-0.371284234997223	0.0197173723055557	-0.783984195227639	-0.174427115754429	0.0616149563654989	0.234959182988431	-0.0573418231998115	-0.488236804736794	-0.0942012005597279	-0.263423596906082	0.151624176798759	-0.256065734369693	0.0869773935118321
Q9UHI8	0.512406519967556	0.0755506242190913	0.0020153994800669	-0.271181668455	-0.169411944912207	-0.0546331296873301	0.572024080775773	-0.0378977245290937	0.344639381962347	-0.129222805501247	0.671362484611836	-0.0503841344915461	0.343120967398246	-0.153810606437199	-0.0437983220741334	-0.0218703044190982	0.118504806930187	0.459808662390983	-0.231962677376124	-0.0538615482930052	-0.135991985301085	0.728517861024551	0.702726560000294	0.763095949522307	0.357242736432652	0.548810971575906	-0.127639720324808	0.120410498786661	-0.217447928414908	-0.298951970829655	-0.13330994928111	-0.114712231946648
O15072	-1.22124841976072	-0.597800800664049	-0.606551135406063	0.32419982339829	0.125313468920026	0.396172664019064	0.757124990797815	0.303770658173479	0.316672175438524	0.116405717393077	-0.387309200214812	-1.27323850437864	-0.458186553280413	-1.42623822739857	-0.480273942173478	0.707584329509471	0.353988318337966	-0.308863611133326	-0.0897997014897225	0.0496788490995108	0.287138003972455	-0.274361361129708	0.300071301576355	0.258077966994194	-0.0641232388485302	0.188190112070518	-0.162242003652984	0.225935107721464	-0.533847199523295	-0.581622063127602	0.132498186009128	0.144727585849235
Q86TH1	-0.0722837200150934	0.169836096213898	0.205592779000709	0.00243522790950124	0.3505078081561	-0.298310848400912	0.190607209254657	-0.11102863369555	0.363425223731527	0.158654745631884	0.389174392752142	-0.710595801748342	0.0853011356346958	-0.410048681125218	0.271453612132907	0.333079414075307	0.0910276830581864	-0.105088198191764	0.578660316131054	0.11259209254062	0.08733506845557	0.376624946128091	-0.544518850089177	-0.00681857078249282	-0.655351749276717	0.570570742685721	0.267423509080742	-0.177670863867761	0.230307642689605	-0.0697287591023787	0.423537621465231	0.0182254461303959
P35612	NA	NA	NA	-0.236727991877041	-1.17586264431002	0.191561339109317	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38477362999856	-0.934216738845634	0.404378638777698	0.00275277468443491	0.558436305541178	NA	NA	NA	NA	NA	NA	0.879216801724946	1.58697859711657	0.752765002880305	1.01667209530405	-0.347344025151774	0.967882364270551
Q96PE1	NA	NA	NA	0.132679466217118	-0.126827426206893	0.478873040109807	0.103664626062863	-0.137420662535881	NA	NA	NA	NA	NA	NA	NA	0.412697700217785	0.0460993269098209	0.354486849435	-0.428495034410702	0.0798979805187958	0.026504692783885	0.0259246209432842	0.0798990054680795	-0.0463018423056458	0.190200864963316	0.925827340223574	NA	NA	NA	NA	NA	NA
O60241	NA	NA	NA	-0.359614564763483	-0.383312070122644	-0.566744601000138	-0.293320175784397	-0.0711426291626776	NA	NA	NA	NA	NA	NA	NA	-0.214814139938584	-0.453611771338418	-0.446732407325729	-0.254887384976788	-0.0804499601372282	-0.289630052441079	-0.590075554055888	-0.594858373416897	-0.167664426409671	-0.337968574006358	0.0255031140123645	NA	NA	NA	NA	NA	NA
O94910	-1.14751024545777	-0.239274050225305	0.00624762014771729	-0.0304777558811775	0.628465855607396	0.653735379607387	1.06466226571097	0.522869101423479	0.247215257626778	0.346612891957864	-0.0591762276389254	-0.74327353350114	0.0662212655179442	-0.260570840636674	-0.389697090630711	0.525520890824163	0.141706006269612	0.109910172970171	-0.328635436228614	0.382158226383121	0.391994429245293	-0.351282687527164	0.152240148215639	-0.260619087073119	-0.148688348016478	-0.297038010902668	-0.783326416966637	-0.225321326642764	-0.640408191462928	0.20952640823042	-0.947610938915512	-0.289698923718655
O95490	NA	NA	NA	NA	NA	NA	NA	NA	-1.95761726627918	-1.25104755506979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8565645223845	-1.14580592186126	-1.02162260616829	-1.47792380041923	-0.809893899420723	-0.74344806299063
Q9HAR2	NA	NA	NA	0.278383447049944	0.152449512716955	0.312585849740631	0.315531671443551	0.263068926544174	0.589421826443585	0.902395761973867	NA	NA	NA	NA	NA	0.0063440311275218	-0.00496776216742756	0.142720049447414	-0.0458360786071763	0.0964603478592663	0.251531233069585	0.0490600526686311	0.33211043437077	-0.0615929394108714	0.157069658995408	0.379256613220918	0.440577913963121	-1.43472962839227	-0.637685910706099	-0.427903725704702	-1.0387156014383	0.0235140036127319
Q15848	-1.04372478059779	-1.5290957935395	-1.61977961482516	-2.05646691559524	-0.0806745738569323	-2.55149071997216	-2.77470457507166	-0.303738096017586	-0.00153754030565478	1.19593398754453	-1.74587714048555	-1.24649337565262	-2.1813592389753	-1.28611107078112	-1.54952400681827	-2.24676668793154	-2.36213270959475	-1.73306327675872	-0.948776106829921	-2.38274116798275	-0.162539039126904	3.37696781321342	-0.939984970783025	0.0155924447570768	1.0505807986433	0.760765649475989	-1.58778713881886	0.0151466307671537	-0.927423715497008	-1.90634792484967	2.17600299369316	-1.71418974658092
P35318	-0.340843886415406	-0.614484755678157	0.189974031967782	0.179788656955425	-0.0395953073348481	0.973936459482628	0.369984904408057	0.806349924969788	1.2200572454785	0.449765768053194	1.74802929571292	-0.644443603525461	0.448198726620218	0.338096707245459	0.982208369990056	1.88485005670154	1.33249930778651	0.673356952913181	0.700632773583422	0.194304143658799	0.560775312985605	0.411289905529115	0.482832268110651	0.453269516348933	1.05020915118374	1.10802693031927	0.0492490118647391	0.565510975199335	0.0940428818195658	-0.518122933715937	-0.0904397563539998	0.763739208567173
P30566	NA	NA	NA	NA	NA	NA	0.0529701869026828	0.179829578119401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0279090289182498	-0.082261024921765	0.681242144402394	0.466172822307449	0.0122505565267388	-0.299905097815582	NA	NA	NA	NA	NA	NA
Q8IUX7	0.36732189886269	-0.191831796858964	0.410438419663442	-0.499456027858034	-0.230672016328617	-0.214552876691162	NA	NA	-0.926824627947358	-0.919548823550091	-0.194268702000691	0.615442989210244	-0.27930207683613	1.21537900615968	0.16310129892803	-0.0717215753593359	-0.178459426717461	-0.546655255647389	0.327229155984631	-0.217669621179301	NA	NA	NA	NA	NA	NA	0.587692603768912	0.88435575402769	0.902328978218656	0.828926897354837	-0.0125172548799899	1.16330760121277
P43652	0.723528597709088	1.02639247190115	1.56951049734766	0.490549768280246	0.568498054285074	-0.014586295098578	-0.945094625802338	0.488981818088148	0.204734298830436	0.782025363312282	0.340805193982466	1.17899010041562	0.450914178772177	0.612244043509715	0.238989867091503	-0.599073533548861	-0.116767570623726	-0.877946644789429	0.297274694261226	0.584419991807279	-0.383673224819745	-0.417923938109077	-0.764983921898726	-0.116087719433934	-0.189233501619497	-1.29297582539413	0.0291832289140528	0.029859355120899	-0.167712638139984	-0.903367163435595	0.0937966190036104	-0.631072597299703
P20933	-0.0997534759863203	0.735378971945695	0.703749396672471	0.317721697113809	1.16155685193935	0.0146717786457113	0.827720279914261	0.514850023902648	0.17128387064721	0.477083175141384	-0.0882384081544618	-0.222331553340019	0.831699506457307	0.317359744501843	-0.252093847127607	-0.424968150200283	-0.658438259728688	-0.121378445399266	-0.386291999462223	0.000474922688534107	-0.325747417710182	-0.866454742067022	0.130766136557791	0.254484584225318	-0.147553793635048	-0.293311333035309	-0.312667392533818	-0.348841689019364	-0.463583637638681	-0.669304726561212	-0.351722997986581	0.0404756280297356
O00468	-0.527056550460959	0.0752997620473144	0.336868036702028	0.78928156619644	-0.148964731119407	0.762133969209351	0.578784296077644	0.157934886100806	0.952543267151732	0	0.230300696142639	-0.336601443524575	0.142525478047723	-0.0867389942934338	-0.327071115866764	-0.0826472534189935	-0.265670566464602	-0.339998518072886	-0.185269428731571	0.344464842519967	0.189854701341404	-0.379178225199699	-0.0366793607592024	0.0269666142682694	0.187879569906526	0.115938631041056	0.243647761374944	-0.750571430036296	-0.126246207024745	-0.638821510762632	-0.661161357908925	-0.444128417574555
P01019	0.303853319969535	0.809776822842722	1.18365681525303	0.327821611685033	0.487428423272053	-0.0136489230590691	-0.611314689196976	0.272847688980358	-0.184540107729838	0.431617760054918	0.020253879412409	0.717770414178434	0.160885387960057	0.138582805803111	0.0536457707483287	-0.711794111396836	0.0755083504667331	-0.290314027740628	0.640785949865265	0.430582485049602	-0.0279317434638027	0.034370725039949	-0.415487837018834	0.174844320628269	-0.100688561872719	-0.781115617455885	-0.1240861195563	-0.586021375208101	-0.150507308197496	-0.603321544608423	0.0595969039400446	-0.816842383495837
P23526	-0.562350137462542	-0.631242635239646	-0.531585968420049	-1.31710209197166	-1.46117879291939	-1.12885280453479	-2.8274836520684	-2.38282563397486	-1.70235047998091	-1.76783077666871	-0.606425679135051	0.195550402013768	-1.05084312322314	1.88594148972907	-0.153106682435192	0.0120714103438471	-0.662361894625256	0.0868168471272819	1.21179223066066	0.688272083076808	0.646729230499729	0.571474463584902	-0.490939318861298	-0.995005806643662	1.93371891551578	1.6014867001711	2.2329978529685	2.14116453027553	2.2308075512687	2.08819004656314	1.48233529454393	2.4662032130143
P02765	0.613693706680627	0.798869730629264	0.597053544216146	0.125012138515316	-0.0119065827602172	-0.501229361399319	-0.521091565033859	0.53003987128533	-0.26792997919865	1.12968811766885	0.0937726287900196	0.743620278036293	0.05542903915733	0.0695537797883246	0.179352735083343	-0.189706363822069	-0.206286573859885	-0.258614890766641	0.222987974676656	0.506064933781184	-0.409118118441407	-0.25691398432132	-0.382301842397593	-0.0816545561688025	-0.279015079185403	-0.20183681995546	-0.174693050592817	0.464852052553057	-0.24571439274609	-0.664287136529707	-0.0301651236753644	-0.299870987250978
Q9UKB5	-0.366508940160776	-0.445969595280917	-0.0174692734055055	0.731821551593836	1.01092653956937	1.79484131491725	NA	NA	0.621206921771065	0.488438495303461	0.558332270184324	-0.60322859821291	-0.394929629310512	0.00709590319259945	0.605313192966879	1.49120890348231	1.15854900435573	0.237265317827747	1.19986019764379	0.45713352038141	NA	NA	NA	NA	NA	NA	0.435805473121998	-0.254871104334319	0.302618209566082	-0.512387843852348	0.432798920662698	0.133227122847831
P00568	NA	NA	NA	-0.739832831680223	-0.777141787764006	-0.947734417541387	NA	-1.04858076370837	-1.82030221916134	-2.01225815645415	NA	NA	NA	NA	NA	-0.980923511633503	0.302746860300739	0.519737146577764	-0.00997403638084471	1.04451196568468	-0.222609679718099	-1.1689595272818	-1.01252271679102	-0.931019495718035	1.47770955638295	1.12542263691721	2.39159080613757	2.95962297984977	2.28381987107928	2.8630372004387	1.63480611760359	3.29933420878257
P14550	0.408398010324738	0.651844816784799	0.232585164355871	NA	NA	NA	-1.16763748117685	-1.39171367004981	-0.659031372626223	-1.0128660234172	-0.0228280597476935	0.671754960734188	0.00895027475968302	0.398132150744178	-0.0944937090093152	NA	NA	NA	NA	NA	-0.562561383783954	-0.124271661656916	-0.0221542698643349	0.0513435161090618	0.305800665315551	0.199852484898946	-0.392799587099547	-0.643170343320599	-0.512733220708297	-0.556685769701385	-0.739498241280169	-0.0930052822301803
P15121	-0.7167754838076	0.465979695933412	-0.0957139575179697	-0.203098397621151	-0.974576235247391	-0.984429801331975	-0.744438054207149	-0.578196863142153	NA	NA	-0.45966020896623	-0.165783357135552	-0.082883792001935	-0.470446578118825	-0.576012639399783	-0.170038937033758	0.388831564484955	0.783177230234005	0.398992517412719	0.212069237375919	-0.736707743471924	-0.367321157756482	-0.0234554437809598	-0.113925158611683	0.538271932222201	0.00141261768152923	NA	NA	NA	NA	NA	NA
P13716	-1.12897092745638	-1.97801114516439	-1.91550215408994	-1.5447536010785	-2.91295912454417	-2.15123782617669	-2.58251798944375	-2.05417550499591	-1.56381350603848	-0.96428392206237	-1.44310760593615	-0.226288623565049	-2.00336893862526	1.87162977340808	-0.59699461943975	1.70407506175359	-1.08214263347971	-0.386418455378079	1.0694924424581	1.21165739825074	-0.495953761732009	-0.676278506418008	-0.765142366994341	-1.92149487466782	1.32866089563929	1.83359793258996	2.39106518931585	2.38887364288534	2.35055821033886	2.81959219879599	1.20516489506308	3.02685369789468
P02768	0.260892249776154	1.21271926602008	1.41990655931899	0.194835734481813	0.188915169507522	-0.276362499257427	-0.952645917930499	0.607750289161883	-0.623726210131429	0.916051562764297	-0.257021542279655	0.809415274633889	0.926405042068488	0.353497487708321	0.528347094675217	0.0034913210934433	-0.26429966755729	-1.25233739407486	0.31310923658843	0.511437616815087	-0.541670305687993	-1.17014218335494	-0.275442002276601	-0.200484921873884	-0.87037020080021	-1.11189672569673	-0.202577866254906	-0.344335917997046	-0.0873164825414978	-1.24858777399541	-0.101126937752078	-1.21569541306492
Q13740	0.183483050398116	0.185422307808111	0.29045772107622	0.506097134928351	0.472515018918516	0.177201790234384	-0.430082614728394	0.732429602076424	0.00409292667701378	0.2522045630502	0.363577602720449	0.142608275388528	0.0910660334752951	-0.194902264350111	0.00475681219451207	-0.294511137016888	-0.00688977575472904	-0.0101101534124117	-0.0273877451573021	-0.0258267691402052	0.0637384676911599	0.174517571510735	-0.19980481134485	0.241019535903486	-0.177136019947007	-0.381053086467622	0.230236262024638	0.460209589708342	0.433885180691452	0.232403631427186	0.561140057519618	1.04685616961848
P00352	-0.618360215508485	-1.61896962436195	-1.53242427599169	-2.2282816866757	-1.95397456517273	-1.78201593663315	-1.72878509953179	-1.76182091151533	-0.715111077261434	-0.622737583241506	-0.610262475320553	0.118846721043332	-1.14910409069801	1.54894598678525	-0.0558679569704434	-0.0628766737256972	-0.604910127292499	-0.134861497303061	1.30388771636711	1.25316568617846	-0.547543899780992	-0.0728878991964397	-0.704296873624232	-1.25675762105154	1.27628668528789	1.54081048851922	1.86451301758799	2.15670337930866	1.77813810677641	2.41881033357473	1.07286384728621	2.30411622191581
P49189	0.147586115876013	1.22325542385322	-0.412465229690445	NA	NA	NA	NA	NA	-0.833391572801342	-2.42183514982498	-0.393203445954094	0.93450865148429	0.568499962531373	1.72626698959432	-0.147384583718246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02388973382499	1.18733367929199	2.2564309131144	1.84132547810143	1.86086609435409	2.52651811489101
P04075	0.177568297074789	0.360343565258224	-0.586136719737838	-1.10881646546519	-1.34522130256619	-1.21435681777365	-1.10103177426241	-1.42692813185614	-0.807150470408937	-0.449445278113972	0.0138394323176092	0.489980804276415	0.198561866915243	1.09161618983865	0.231291464458295	0.042765795411325	-0.0481792916162824	0.359297092985507	0.570165421283744	0.703058889184352	-0.0388882604160963	0.10656209090414	-0.245330286599024	-0.461644511344192	0.826203731796428	1.265309947609	0.928464432919236	1.58456777815751	0.866950769380808	1.67989345851503	0.854396359123291	2.03870380231696
P05062	NA	NA	NA	-0.422412620971837	-0.684129084727676	0.160607476284483	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.777369772118476	0.205568265648529	-0.62691316051353	-0.401828870529796	-0.0221717711668035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09972	-0.297825192743721	0.218987159919524	-0.260961514129283	-0.234873307187349	-0.0539352121658152	-0.269671126885584	-0.196482884429479	-0.262232829753122	-0.631182463211145	-0.379096652661929	0.0916661575699491	-0.133655930796874	0.106762615008929	-0.0320823311961567	0.0110205261722349	-0.135186067917284	-0.114478553203143	0.289319210695984	0.242556031433448	0.263989057860933	-0.13658261752694	-0.0301036526227918	-0.0968367425940508	-0.102251617716608	0.347952777418115	0.196140777579032	0.547883413090628	0.745191639096688	0.35206269363051	0.832178721288886	0.369811515706567	0.837663858739194
P02760	1.56794058287591	0.257706266499309	-0.0309803703672307	-0.188215000527602	-0.436635234737542	-1.04427565953111	-1.48352068783284	-0.105034660169219	-0.525097413062474	0.648440036230939	-0.161456010349388	0.587276082749845	-0.140342139348157	-0.192654793320894	-0.256392498739725	-0.571884321160424	-0.24248456450941	0.00636061703447854	1.60554703129596	0.217262107636023	0.0231568748099904	0.888922341085948	0.0738311761927681	0.30451105998252	-0.159044293374919	-0.845638001459453	-0.400482208947499	0.263126887306231	-0.207457297800948	-0.856720306174417	1.03784402729844	-0.0356518597015141
P19961	0.810154729774855	1.035283960028	0.475374732920891	-0.228056936598135	-0.344603134598386	0.03025090495413	-0.563821568811798	0.564684462457563	-0.478375570001865	0.326651729906715	0.0790320903166668	0.262126677091136	-0.436917571464354	0.0747753396214721	0.256533165262455	-0.482534910690057	-0.173191305767145	-0.538682858880611	-0.40613534546412	0.492581715973061	-0.364267914225864	-0.71423243347204	-0.486618949976784	0.342736680879896	-0.228296641652172	-0.553709368310587	-0.389687321712938	-0.592528301615125	-0.397015589648466	0.247377032764816	-1.15558478491532	-0.238432099731081
P03950	0.955376056130435	0.222893273341612	0.377169166370847	-0.516658695092074	-0.299698633810934	-0.000414779539540611	-0.38376157564188	-0.370096575994967	-0.367393385492287	0.796104458039209	0.497153846828284	0.754429690357053	0.724178112725982	-0.211475857532617	0.130337989737489	0.596686636132295	0.548053981898991	-0.440293039942953	1.00864006694794	0.0264654441795455	0.359350528768605	-0.101195490070412	0.192800767604605	0.517786599208978	0.394866544041099	-0.179404077770321	-0.577435053044119	0.164794673252175	-0.470314316183703	0.28477654353699	-0.198738296854441	0.761387411615278
O95841	NA	NA	NA	0.219290680778526	0.51448204477306	-0.342830754535081	0.146193671491297	0.0322917588565979	NA	NA	NA	NA	NA	NA	NA	-0.19297623621104	0.190830447115069	0.259073104922964	-0.149917614799977	0.532791247444584	-0.081130499916561	0.779762738276888	-0.00224868864812411	0.072460642451611	0.325353766832279	0.742434848657158	NA	NA	NA	NA	NA	NA
Q9BY76	0.516124293985124	-0.41826447871962	-0.6402525401339	-0.649802036331328	NA	NA	-1.41446053641055	-1.4722173701133	NA	NA	0.814023555688041	0.0350666791411456	0.263888815597856	0.397842601397265	0.282020221029331	0.168465660419039	0.32453871988078	-0.146882492380932	-0.383542404489841	-0.390624279792853	0.992249890160766	1.39711470014012	-0.255828289311085	-0.215340617510997	-0.190027151218672	0.376511558081148	NA	NA	NA	NA	NA	NA
